window_idx,mean_M1_dir_refC,std_M1_dir_refC,mean_M2_mag_refA,std_M2_mag_refA,chrom,start,end,gc_content,n_fraction,n_coding_exon,n_intron,n_5utr,n_3utr,n_splice,n_intergenic,intron_frac,exon_frac
33,4.224,0.8554671238569019,28.30666666666667,0.46110977242108225,chr22,10611000,10617000,0.3395,0.0,0,0,0,0,0,3000,0.0,0.0
34,4.579,0.8898084063437478,28.484,0.49974393443042403,chr22,10614000,10620000,0.366,0.0,0,0,0,0,0,3000,0.0,0.0
35,4.547666666666666,0.9290108838018111,28.477666666666668,0.49950097319446957,chr22,10617000,10623000,0.367667,0.0,0,0,0,0,0,3000,0.0,0.0
36,4.339,0.7243933093745873,28.2875,0.4525966747557918,chr22,10620000,10626000,0.364833,0.0,0,0,0,0,0,3000,0.0,0.0
37,4.260833333333333,0.7744671106997091,28.318166666666666,0.46576457453190756,chr22,10623000,10629000,0.404333,0.0,0,0,0,0,0,3000,0.0,0.0
38,4.374,0.7594673572094238,28.61916666666667,0.48559170663794865,chr22,10626000,10632000,0.468667,0.0,0,0,0,0,0,3000,0.0,0.0
39,4.305,0.8181126654277718,28.894833333333334,0.3067680538923323,chr22,10629000,10635000,0.575667,0.0,0,0,0,0,0,3000,0.0,0.0
40,4.097833333333333,1.0327610108614458,28.9255,0.26258284407020954,chr22,10632000,10638000,0.6225,0.0,0,0,0,0,0,3000,0.0,0.0
41,4.357333333333333,1.1693215506817998,28.888833333333334,0.31433841459307654,chr22,10635000,10641000,0.455167,0.0,0,0,0,0,0,3000,0.0,0.0
42,4.593,1.080285918943067,28.797666666666668,0.4017394124996395,chr22,10638000,10644000,0.303333,0.0,0,0,0,0,0,3000,0.0,0.0
43,4.358,0.9041585406700899,28.520166666666668,0.49959314002051264,chr22,10641000,10647000,0.3095,0.0,0,0,0,0,0,3000,0.0,0.0
44,4.3935,0.7602572481294297,28.292333333333332,0.454834646388724,chr22,10644000,10650000,0.330333,0.0,0,0,0,0,0,3000,0.0,0.0
45,4.392166666666666,0.7543464978966157,28.393333333333334,0.4884897360459299,chr22,10647000,10653000,0.377167,0.0,0,0,0,0,0,3000,0.0,0.0
46,4.466833333333334,0.7747472526931318,28.471833333333333,0.49920600846633334,chr22,10650000,10656000,0.384667,0.0,0,0,0,0,0,3000,0.0,0.0
47,4.410166666666667,0.8897171679184845,28.526666666666667,0.49928838248940755,chr22,10653000,10659000,0.373167,0.0,0,0,0,0,0,3000,0.0,0.0
48,4.4565,0.8027708784786187,28.431,0.49521611443893865,chr22,10656000,10662000,0.386667,0.0,0,0,0,0,0,3000,0.0,0.0
49,4.459666666666666,1.0940931810814327,28.4365,0.4959513585020209,chr22,10659000,10665000,0.395833,0.0,0,0,0,0,0,3000,0.0,0.0
50,4.774333333333334,1.0532843343033678,28.79,0.407308237088326,chr22,10662000,10668000,0.403,0.0,0,0,0,0,0,3000,0.0,0.0
51,4.6795,0.6993662011659795,28.650333333333332,0.47686464420093977,chr22,10665000,10671000,0.370167,0.0,0,0,0,0,0,3000,0.0,0.0
52,4.554333333333333,0.7398521624096414,28.429666666666666,0.4950285064743466,chr22,10668000,10674000,0.355833,0.0,0,0,0,0,0,3000,0.0,0.0
53,4.707166666666667,0.8832224930459042,28.685333333333332,0.4643829837058584,chr22,10671000,10677000,0.357833,0.0,0,0,0,0,0,3000,0.0,0.0
54,4.7625,0.8618354928097745,28.802333333333333,0.398239319449443,chr22,10674000,10680000,0.375667,0.0,0,0,0,0,0,3000,0.0,0.0
55,4.662166666666667,0.9704132996936008,28.828,0.3773804446443933,chr22,10677000,10683000,0.418167,0.0,0,0,0,0,0,3000,0.0,0.0
56,4.525833333333333,1.2527300742334275,28.845166666666668,0.361745728685526,chr22,10680000,10686000,0.446,0.0,0,0,0,0,0,3000,0.0,0.0
57,4.583166666666667,1.0921309318127668,28.551,0.497392199375905,chr22,10683000,10689000,0.4475,0.0,0,0,0,0,0,3000,0.0,0.0
58,4.583333333333333,0.7317027325962976,28.481333333333332,0.49965143405733925,chr22,10686000,10692000,0.407833,0.0,0,0,0,0,0,3000,0.0,0.0
59,4.734166666666667,0.7535467065078906,28.7995,0.40037451217578773,chr22,10689000,10695000,0.3665,0.0,0,0,0,0,0,3000,0.0,0.0
60,4.5245,0.7614020510435557,28.777666666666665,0.4158139274028976,chr22,10692000,10698000,0.356667,0.0,0,0,0,0,0,3000,0.0,0.0
61,4.128833333333334,0.7566826540161264,28.527833333333334,0.4992247044724004,chr22,10695000,10701000,0.4055,0.0,0,0,0,0,0,3000,0.0,0.0
62,4.037833333333333,0.8847232932140736,28.439,0.4962650501496152,chr22,10698000,10704000,0.394833,0.0,0,0,0,0,0,3000,0.0,0.0
63,4.048,1.2519435557031582,28.433166666666665,0.49551317394753047,chr22,10701000,10707000,0.295,0.0,0,0,0,0,0,3000,0.0,0.0
64,4.007666666666666,0.8969993806513408,28.257833333333334,0.43744177390317396,chr22,10704000,10710000,0.292833,0.0,0,0,0,0,0,3000,0.0,0.0
65,4.299333333333333,0.8132647512068598,28.207833333333333,0.40575687164715885,chr22,10707000,10713000,0.331,0.0,0,0,0,0,0,3000,0.0,0.0
66,4.454833333333333,0.7134143061519177,28.4465,0.4971295102888179,chr22,10710000,10716000,0.351,0.0,0,0,0,0,0,3000,0.0,0.0
67,4.357833333333334,0.8798420154904074,28.6345,0.4815700883568247,chr22,10713000,10719000,0.373333,0.0,0,0,0,0,0,3000,0.0,0.0
68,4.188666666666666,1.1770322378290619,28.852166666666665,0.35493469665403077,chr22,10716000,10722000,0.39,0.0,0,0,0,0,0,3000,0.0,0.0
69,4.128666666666667,1.288194429769392,28.998333333333335,0.040790794168401395,chr22,10719000,10725000,0.405667,0.0,0,0,0,0,0,3000,0.0,0.0
70,4.132,1.2320346315478852,28.998,0.04467661580737735,chr22,10722000,10728000,0.406167,0.0,0,0,0,0,0,3000,0.0,0.0
71,4.115,1.2479750264595308,28.985166666666668,0.12088550597799372,chr22,10725000,10731000,0.401333,0.0,0,0,0,0,0,3000,0.0,0.0
72,4.327833333333333,1.247140184136847,28.760666666666665,0.4266765623852439,chr22,10728000,10734000,0.399167,0.0,0,0,0,0,0,3000,0.0,0.0
73,4.532166666666667,1.2099443398584728,28.4795,0.4995795732413406,chr22,10731000,10737000,0.369667,0.0,0,0,0,0,0,3000,0.0,0.0
74,4.427833333333333,1.0778645426129492,28.514333333333333,0.49979451333078434,chr22,10734000,10740000,0.371667,0.0,113,0,0,0,0,2887,0.0,0.03766666666665411
75,4.27,0.8456358554366058,28.464166666666667,0.4987143192472242,chr22,10737000,10743000,0.456833,0.0,0,0,0,0,0,3000,0.0,0.0
76,4.245833333333334,0.9427261738643353,28.3845,0.4864768750927427,chr22,10740000,10746000,0.457333,0.0,0,0,0,0,0,3000,0.0,0.0
77,4.520833333333333,1.034037058759931,28.523833333333332,0.49943164919958993,chr22,10743000,10749000,0.417,0.0,0,0,0,0,0,3000,0.0,0.0
78,4.551,0.9015166849999691,28.464,0.49870231601627835,chr22,10746000,10752000,0.397,0.0,0,0,0,0,0,3000,0.0,0.0
79,4.363166666666666,0.8368253335606475,28.280166666666666,0.44908051121770526,chr22,10749000,10755000,0.347333,0.0,0,0,0,0,0,3000,0.0,0.0
80,4.2908333333333335,1.1040452763461388,28.386,0.4868305660083393,chr22,10752000,10758000,0.337167,0.0,0,0,0,0,0,3000,0.0,0.0
81,4.729166666666667,1.1953309049055085,28.702,0.4573794923255742,chr22,10755000,10761000,0.3545,0.0,0,0,0,0,0,3000,0.0,0.0
82,4.496833333333333,1.1279730961133583,28.574,0.4944936804449578,chr22,10758000,10764000,0.3415,0.0,0,0,0,0,0,3000,0.0,0.0
83,4.610333333333333,0.9768110814732238,28.702333333333332,0.4572321316598629,chr22,10761000,10767000,0.3555,0.0,0,0,0,0,0,3000,0.0,0.0
84,4.848833333333333,0.96279903002767,28.951,0.21586801523152985,chr22,10764000,10770000,0.379833,0.0,0,0,0,0,0,3000,0.0,0.0
85,4.681,1.141740922159372,28.931166666666666,0.25317050688331677,chr22,10767000,10773000,0.364333,0.0,0,0,0,0,0,3000,0.0,0.0
86,4.5165,1.1457433176763459,28.804666666666666,0.3964570874914739,chr22,10770000,10776000,0.3795,0.0,0,0,0,0,0,3000,0.0,0.0
87,4.692666666666667,1.1181291915019878,28.642,0.47941214002150595,chr22,10773000,10779000,0.402167,0.0,0,0,0,0,0,3000,0.0,0.0
88,4.8148333333333335,1.3506344085486477,28.593833333333333,0.4911163869751808,chr22,10776000,10782000,0.417667,0.0,0,0,0,0,0,3000,0.0,0.0
89,4.5056666666666665,0.6279340906673424,28.673833333333334,0.46880909997804243,chr22,10836000,10842000,0.344167,0.0,0,0,0,0,0,3000,0.0,0.0
90,4.501833333333333,0.7049798854498538,28.890833333333333,0.31184820915880784,chr22,10839000,10845000,0.359833,0.0,0,0,0,0,0,3000,0.0,0.0
91,4.384166666666666,0.7756175854690821,28.575166666666668,0.49431768350143235,chr22,10842000,10848000,0.330833,0.0,0,0,0,0,0,3000,0.0,0.0
92,4.2295,0.7093398926701736,28.3875,0.48717938174762687,chr22,10845000,10851000,0.361833,0.0,0,0,0,0,0,3000,0.0,0.0
93,4.367333333333334,0.6733495047563008,28.6955,0.46019533895944664,chr22,10848000,10854000,0.490833,0.0,0,0,0,0,0,3000,0.0,0.0
94,4.639666666666667,0.6991613229831551,28.981166666666667,0.13593615740077725,chr22,10851000,10857000,0.555667,0.0,0,0,0,0,0,3000,0.0,0.0
95,4.660666666666667,0.7468955006484432,28.995166666666666,0.0693539632769622,chr22,10854000,10860000,0.539,0.0,0,0,0,0,0,3000,0.0,0.0
96,4.6611666666666665,0.7962570599721899,28.973833333333335,0.15963073708475514,chr22,10857000,10863000,0.538,0.0,0,0,0,0,0,3000,0.0,0.0
97,4.388,0.9901797816558365,28.7425,0.43725707541445225,chr22,10860000,10866000,0.511167,0.0,0,0,0,0,0,3000,0.0,0.0
98,4.429166666666666,1.0096117928304038,28.5115,0.49986773250530986,chr22,10863000,10869000,0.4275,0.0,0,0,0,0,0,3000,0.0,0.0
99,4.3045,0.9263439336085347,28.419833333333333,0.49353146359229777,chr22,10866000,10872000,0.376833,0.0,0,0,0,0,0,3000,0.0,0.0
100,4.575333333333333,1.1006020574616826,28.839166666666667,0.3673771525588141,chr22,10926000,10932000,0.405167,0.0,0,0,0,0,0,3000,0.0,0.0
101,4.663166666666666,0.9586674634906285,28.8015,0.3988705930499264,chr22,10929000,10935000,0.388833,0.0,0,0,0,0,0,3000,0.0,0.0
102,4.525666666666667,1.0910275992027985,28.562166666666666,0.49612025311970037,chr22,10932000,10938000,0.366167,0.0,0,0,0,0,0,3000,0.0,0.0
103,4.314,0.9108991894459745,28.324166666666667,0.4680626441929423,chr22,10935000,10941000,0.366667,0.0,26,67,0,0,20,2887,0.022333333333325888,0.008666666666663778
104,4.267166666666666,0.8828676602727928,28.2265,0.4185663029915333,chr22,10938000,10944000,0.378,0.0,161,2759,0,0,80,0,0.9196666666663601,0.05366666666664878
105,4.5776666666666666,0.6384626500865619,28.283833333333334,0.45085693099055507,chr22,10941000,10947000,0.352,0.0,67,2893,0,0,40,0,0.9643333333330119,0.022333333333325888
106,4.462666666666666,0.8119562111893035,28.339666666666666,0.4735960538499262,chr22,10944000,10950000,0.313,0.0,95,2865,0,0,40,0,0.9549999999996817,0.03166666666665611
107,4.5568333333333335,1.165519900683334,28.502833333333335,0.49999197215777597,chr22,10947000,10953000,0.327667,0.0,144,2776,0,0,80,0,0.9253333333330249,0.047999999999984
108,4.668,1.1189769136730807,28.674666666666667,0.46849925886340055,chr22,10950000,10956000,0.377167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
109,4.660166666666667,0.8959240884261469,28.746833333333335,0.43482560361086786,chr22,10953000,10959000,0.368833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
110,4.5415,0.7989228686174905,28.671333333333333,0.46972852679913846,chr22,10956000,10962000,0.389167,0.0,50,2910,0,0,40,0,0.9699999999996767,0.016666666666661112
111,4.382833333333333,0.7249864174972904,28.498833333333334,0.4999986388870362,chr22,10959000,10965000,0.420167,0.0,46,772,0,0,20,2162,0.25733333333324754,0.015333333333328222
112,4.3501666666666665,0.9833022452712876,28.583,0.49306287631497875,chr22,11019000,11025000,0.413,0.0,0,0,0,0,0,3000,0.0,0.0
113,4.671,1.3827842685442056,28.853666666666665,0.3534400782153729,chr22,11022000,11028000,0.418833,0.0,0,0,0,0,0,3000,0.0,0.0
114,4.7956666666666665,1.539127855493349,28.759,0.42769030851774037,chr22,11025000,11031000,0.469333,0.0,0,0,0,0,0,3000,0.0,0.0
115,4.576833333333333,1.6160950793674103,28.670166666666667,0.47015242800134044,chr22,11028000,11034000,0.489167,0.0,0,0,0,0,0,3000,0.0,0.0
116,4.7763333333333335,1.3272678286197135,28.751333333333335,0.43224015958209566,chr22,11031000,11037000,0.497333,0.0,0,0,0,0,0,3000,0.0,0.0
117,4.8965,1.1763450811730374,28.802666666666667,0.39798604107291113,chr22,11034000,11040000,0.471833,0.0,0,0,0,0,0,3000,0.0,0.0
118,4.7331666666666665,1.1588643746741416,28.7775,0.4159251735588987,chr22,11037000,11043000,0.451667,0.0,0,0,0,0,0,3000,0.0,0.0
119,4.782666666666667,0.9975467686056406,28.801,0.399248043201216,chr22,11040000,11046000,0.434167,0.0,0,0,0,0,0,3000,0.0,0.0
120,4.652833333333334,1.0263082572448148,28.819,0.38501818138887933,chr22,11043000,11049000,0.428333,0.0,0,0,0,0,0,3000,0.0,0.0
121,4.450333333333333,1.153776359997417,28.639166666666668,0.480242271035036,chr22,11046000,11052000,0.447667,0.0,0,0,0,0,0,3000,0.0,0.0
122,4.5795,1.1923421279146351,28.539833333333334,0.4984107799351411,chr22,11049000,11055000,0.501833,0.0,0,0,0,0,0,3000,0.0,0.0
123,4.658,1.2240789734871411,28.606666666666666,0.4884897360459299,chr22,11052000,11058000,0.519,0.0,0,0,0,0,0,3000,0.0,0.0
124,4.683666666666666,1.1435033401301846,28.738166666666668,0.43963239062754345,chr22,11055000,11061000,0.462,0.0,0,0,0,0,0,3000,0.0,0.0
125,4.692166666666667,1.0657103916584885,28.854,0.3531062163145815,chr22,11058000,11064000,0.398167,0.0,0,0,0,0,0,3000,0.0,0.0
126,4.360166666666666,1.0807929059517165,28.975166666666667,0.1556169620860428,chr22,11061000,11067000,0.447333,0.0,0,0,0,0,0,3000,0.0,0.0
127,4.576333333333333,0.8023963415226225,28.660833333333333,0.47342648731232695,chr22,11121000,11127000,0.358333,0.0,1016,108,0,0,40,1836,0.035999999999988,0.33866666666655376
128,4.546833333333334,0.802583311701796,28.815833333333334,0.387620053087499,chr22,11124000,11130000,0.397667,0.0,205,0,0,0,0,2795,0.0,0.06833333333331056
129,4.726833333333333,0.6222646587711338,28.991,0.09444045743218316,chr22,11127000,11133000,0.411833,0.0,0,0,0,0,0,3000,0.0,0.0
130,4.823833333333333,0.9970616692172166,28.995333333333335,0.06815342169611802,chr22,11130000,11136000,0.392833,0.0,0,0,0,0,0,3000,0.0,0.0
131,4.918166666666667,1.3186369119494403,28.942833333333333,0.2321608039460772,chr22,11133000,11139000,0.358167,0.0,0,0,0,0,0,3000,0.0,0.0
132,4.7011666666666665,1.2895213474601943,28.721666666666668,0.44817841189518354,chr22,11136000,11142000,0.380667,0.0,0,0,0,0,0,3000,0.0,0.0
133,4.606,1.0003819270658583,28.5775,0.49395723499104655,chr22,11139000,11145000,0.436,0.0,0,0,0,0,0,3000,0.0,0.0
134,4.612,0.9229243378161253,28.560833333333335,0.49628550810552136,chr22,11142000,11148000,0.449333,0.0,0,0,0,0,0,3000,0.0,0.0
135,4.664666666666666,0.9922457132966388,28.629,0.48307245833311596,chr22,11145000,11151000,0.4505,0.0,0,0,0,0,0,3000,0.0,0.0
136,4.86,1.1013930572991038,28.8125,0.3903123748998999,chr22,11148000,11154000,0.445667,0.0,0,0,0,0,0,3000,0.0,0.0
137,4.8966666666666665,1.1558498556858017,28.8725,0.3335322323254531,chr22,11151000,11157000,0.426167,0.0,0,0,0,0,0,3000,0.0,0.0
138,4.6353333333333335,1.0201396418573727,28.861,0.34594652765998385,chr22,11154000,11160000,0.482167,0.0,0,0,0,0,0,3000,0.0,0.0
139,4.117333333333334,1.0168085146946575,28.958333333333332,0.1998263134713633,chr22,11211000,11217000,0.250667,0.0,0,0,0,0,0,3000,0.0,0.0
140,3.866833333333333,0.956434335900217,28.964833333333335,0.1842009017953556,chr22,11214000,11220000,0.320333,0.0,0,0,0,0,0,3000,0.0,0.0
141,3.9425,0.9763164189953991,28.972333333333335,0.1640159206364499,chr22,11217000,11223000,0.358,0.0,0,0,0,0,0,3000,0.0,0.0
142,3.9415,0.9707785964540697,28.973666666666666,0.16012460425833652,chr22,11220000,11226000,0.3595,0.0,0,0,0,0,0,3000,0.0,0.0
143,3.7575,0.9156202360513155,28.972,0.16497272501841023,chr22,11223000,11229000,0.3545,0.0,0,0,0,0,0,3000,0.0,0.0
144,3.9406666666666665,0.9294153478875249,28.9765,0.1514851477868375,chr22,11226000,11232000,0.354833,0.0,0,0,0,0,0,3000,0.0,0.0
145,4.007666666666666,0.96260474177561,28.966666666666665,0.17950549357115014,chr22,11229000,11235000,0.352833,0.0,0,0,0,0,0,3000,0.0,0.0
146,4.056333333333333,0.9728788322407997,28.971333333333334,0.16686787854134444,chr22,11232000,11238000,0.352667,0.0,0,0,0,0,0,3000,0.0,0.0
147,4.004666666666667,0.9541024869245209,28.972666666666665,0.1630528203442744,chr22,11235000,11241000,0.359667,0.0,0,0,0,0,0,3000,0.0,0.0
148,3.9558333333333335,0.9710214410036931,28.970166666666668,0.17012732160225047,chr22,11238000,11244000,0.361833,0.0,0,0,0,0,0,3000,0.0,0.0
149,3.9366666666666665,0.9736472096652303,28.9725,0.1635351644142629,chr22,11241000,11247000,0.358833,0.0,0,0,0,0,0,3000,0.0,0.0
150,3.9691666666666667,0.8277777311707668,28.700166666666668,0.45818479411210883,chr22,11244000,11250000,0.41,0.0,0,0,0,0,0,3000,0.0,0.0
151,4.760833333333333,1.6549821667384281,28.700166666666668,0.45818479411210883,chr22,11247000,11253000,0.512667,0.0,151,0,0,0,0,2849,0.0,0.050333333333316556
152,4.8285,1.7400443720395946,28.860833333333332,0.3461203628155321,chr22,11250000,11256000,0.5925,0.0,0,0,0,0,0,3000,0.0,0.0
153,4.333166666666667,1.0550671253000392,28.674166666666668,0.468685365914301,chr22,11253000,11259000,0.5295,0.0,0,0,0,0,0,3000,0.0,0.0
154,4.371,1.2216214634656677,28.627,0.48360210917654195,chr22,11256000,11262000,0.409,0.0,0,0,0,0,0,3000,0.0,0.0
155,4.2236666666666665,1.0292261926105242,28.4845,0.49975969225218636,chr22,11259000,11265000,0.4365,0.0,0,0,0,0,0,3000,0.0,0.0
156,4.5435,0.8885049709108742,28.691166666666668,0.46201223528772006,chr22,11262000,11268000,0.494167,0.0,0,0,0,0,0,3000,0.0,0.0
157,4.7476666666666665,1.09346294963397,28.81,0.3923009049186606,chr22,11265000,11271000,0.497833,0.0,0,0,0,0,0,3000,0.0,0.0
158,4.7065,1.1269536000504485,28.693,0.46124939024349937,chr22,11268000,11274000,0.490667,0.0,0,0,0,0,0,3000,0.0,0.0
159,4.6075,0.9319032943390639,28.784666666666666,0.4110533893412009,chr22,11271000,11277000,0.459833,0.0,0,0,0,0,0,3000,0.0,0.0
160,4.3125,0.7965616213869876,28.682833333333335,0.46537293885895664,chr22,11274000,11280000,0.464,0.0,0,0,0,0,0,3000,0.0,0.0
161,4.045833333333333,0.7633692677131356,28.328,0.4694848240358787,chr22,11277000,11283000,0.479667,0.0,0,0,0,0,0,3000,0.0,0.0
162,4.098333333333334,0.656757607916007,28.289833333333334,0.45368488207369473,chr22,11280000,11286000,0.527,0.0,0,0,0,0,0,3000,0.0,0.0
163,4.4398333333333335,0.6760522456799392,28.5065,0.4999577482147866,chr22,11283000,11289000,0.485833,0.0,0,0,0,0,0,3000,0.0,0.0
164,4.809166666666667,0.8695301253486788,28.823,0.3816687045069322,chr22,11286000,11292000,0.3885,0.0,0,0,0,0,0,3000,0.0,0.0
165,4.8725,1.145386579573319,28.985,0.12155245781143219,chr22,11289000,11295000,0.377667,0.0,0,0,0,0,0,3000,0.0,0.0
166,4.638,0.9574041292300064,28.785833333333333,0.41024298355432665,chr22,11292000,11298000,0.357,0.0,0,0,0,0,0,3000,0.0,0.0
167,4.4185,0.9906350236085941,28.629833333333334,0.48284915403835554,chr22,11295000,11301000,0.395167,0.0,0,0,0,0,0,3000,0.0,0.0
168,4.691,0.9312280422467243,28.672,0.46948482403587877,chr22,11298000,11304000,0.446667,0.0,0,0,0,0,0,3000,0.0,0.0
169,4.734333333333334,0.6359412097216395,28.662,0.47302854036516656,chr22,11301000,11307000,0.449,0.0,0,0,0,0,0,3000,0.0,0.0
170,4.588166666666667,0.8121329769331018,28.645833333333332,0.47826001180204153,chr22,11304000,11310000,0.477833,0.0,0,0,0,0,0,3000,0.0,0.0
171,4.6475,0.820920469148301,28.6225,0.48476153931598165,chr22,11307000,11313000,0.461833,0.0,0,0,0,0,0,3000,0.0,0.0
172,4.7555,0.8557957797668009,28.69783333333333,0.4591970951805142,chr22,11310000,11316000,0.4235,0.0,0,0,0,0,0,3000,0.0,0.0
173,4.745833333333334,0.8816079848146164,28.764833333333332,0.42410294216800193,chr22,11313000,11319000,0.376833,0.0,0,0,0,0,0,3000,0.0,0.0
174,4.554,1.2039174944045516,28.840166666666665,0.3664514140904479,chr22,11316000,11322000,0.3775,0.0,0,0,0,0,0,3000,0.0,0.0
175,4.406166666666667,1.1649872555335339,28.959833333333332,0.19634995685142273,chr22,11319000,11325000,0.436667,0.0,0,0,0,0,0,3000,0.0,0.0
176,4.363,0.8186763707351031,28.7685,0.4217911212910959,chr22,11322000,11328000,0.411333,0.0,0,0,0,0,0,3000,0.0,0.0
177,4.6978333333333335,0.7621430129721207,28.751,0.43243380996402214,chr22,11325000,11331000,0.3865,0.0,0,0,0,0,0,3000,0.0,0.0
178,4.828,0.705277250448361,28.986666666666668,0.11469767022723502,chr22,11328000,11334000,0.397333,0.0,0,0,0,0,0,3000,0.0,0.0
179,4.819166666666667,1.031083235674448,28.996333333333332,0.06044189128594688,chr22,11331000,11337000,0.397833,0.0,0,0,0,0,0,3000,0.0,0.0
180,4.703166666666666,1.0572243402209183,28.99,0.09949874371066199,chr22,11334000,11340000,0.401833,0.0,0,0,0,0,0,3000,0.0,0.0
